,example_cell_1,example_cell_2,example_cell_3,example_cell_4,example_cell_5,example_cell_6,example_cell_7,example_cell_8,example_cell_9,example_cell_10,example_cell_11,example_cell_12,example_cell_13,example_cell_14,example_cell_15,example_cell_16,example_cell_17,example_cell_18,example_cell_19,example_cell_20,example_cell_21,example_cell_22,example_cell_23,example_cell_24,example_cell_25,example_cell_26,example_cell_27,example_cell_28,example_cell_29,example_cell_30,example_cell_31,example_cell_32,example_cell_33,example_cell_34,example_cell_35,example_cell_36,example_cell_37,example_cell_38,example_cell_39,example_cell_40,example_cell_41,example_cell_42,example_cell_43,example_cell_44,example_cell_45,example_cell_46,example_cell_47,example_cell_48,example_cell_49,example_cell_50,example_cell_51,example_cell_52,example_cell_53,example_cell_54,example_cell_55,example_cell_56,example_cell_57,example_cell_58,example_cell_59,example_cell_60,example_cell_61,example_cell_62,example_cell_63,example_cell_64,example_cell_65,example_cell_66,example_cell_67,example_cell_68,example_cell_69,example_cell_70,example_cell_71,example_cell_72,example_cell_73,example_cell_74,example_cell_75,example_cell_76,example_cell_77,example_cell_78,example_cell_79,example_cell_80,example_cell_81,example_cell_82,example_cell_83,example_cell_84,example_cell_85,example_cell_86,example_cell_87,example_cell_88,example_cell_89,example_cell_90,example_cell_91,example_cell_92,example_cell_93,example_cell_94,example_cell_95,example_cell_96,example_cell_97,example_cell_98,example_cell_99,example_cell_100,example_cell_101,example_cell_102,example_cell_103,example_cell_104,example_cell_105,example_cell_106,example_cell_107,example_cell_108,example_cell_109,example_cell_110,example_cell_111,example_cell_112,example_cell_113,example_cell_114,example_cell_115,example_cell_116,example_cell_117,example_cell_118,example_cell_119,example_cell_120,example_cell_121,example_cell_122,example_cell_123,example_cell_124,example_cell_125,example_cell_126,example_cell_127,example_cell_128,example_cell_129,example_cell_130,example_cell_131,example_cell_132,example_cell_133,example_cell_134,example_cell_135,example_cell_136,example_cell_137,example_cell_138,example_cell_139,example_cell_140,example_cell_141,example_cell_142,example_cell_143,example_cell_144,example_cell_145,example_cell_146,example_cell_147,example_cell_148,example_cell_149,example_cell_150,example_cell_151,example_cell_152,example_cell_153,example_cell_154,example_cell_155,example_cell_156,example_cell_157,example_cell_158,example_cell_159,example_cell_160,example_cell_161,example_cell_162,example_cell_163,example_cell_164,example_cell_165,example_cell_166,example_cell_167,example_cell_168,example_cell_169,example_cell_170,example_cell_171,example_cell_172,example_cell_173,example_cell_174,example_cell_175,example_cell_176,example_cell_177,example_cell_178,example_cell_179,example_cell_180,example_cell_181,example_cell_182,example_cell_183,example_cell_184,example_cell_185,example_cell_186,example_cell_187,example_cell_188,example_cell_189,example_cell_190,example_cell_191,example_cell_192,example_cell_193,example_cell_194,example_cell_195,example_cell_196,example_cell_197,example_cell_198,example_cell_199,example_cell_200
CHD5,0,0,0,0,0,0.323796026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560366821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL22,1.950121948,2.198291956,2.800525865,0,0,2.692269757,2.914221368,3.169805336,3.458498235,2.887131443,3.532026336,2.36710851,2.963685278,2.91140821,1.687377427,2.644584436,2.977239347,0,2.50305323,0,2.01178937,2.500775225,1.613289008,2.974247772,0,0,1.570598079,2.966884769,2.706247615,3.741288381,2.211092104,1.84582669,2.796177731,1.71596563,2.826342065,2.150614199,2.697040575,0,3.398848112,0,2.693635128,3.022337082,3.394530484,2.173405588,2.847482494,1.664081752,3.092714438,2.686080284,2.702777236,3.19234272,2.795509798,3.291337907,2.65233509,3.272307562,3.470063713,2.529509019,2.915998834,2.908477813,2.815520914,0,2.383028795,2.210127982,3.017219372,0,2.805035943,3.074872293,3.299387348,3.097899356,3.179044641,3.133796556,3.096392318,3.001939066,0,2.864677931,2.288222029,3.227110608,3.276595031,0,2.568649639,2.579933916,2.878767101,3.184947645,2.967126016,2.979748129,2.214475679,2.983133031,2.989262423,2.015726797,2.471149312,3.177186102,2.844066338,3.450999662,3.011469572,2.810418217,2.510592037,2.944168343,2.945130824,3.206586743,0,2.987931477,3.360643734,3.264212154,2.746494462,2.941206514,2.445594608,2.827397124,2.976226006,2.970214395,0,2.880071918,2.592511435,2.923464427,2.996009613,2.305312132,2.927399891,2.861380418,0,3.200013952,2.824223678,2.896568781,2.524252616,3.147847864,2.987157208,2.392458507,2.693090021,0,3.078253455,3.010760152,2.837439845,2.896389165,2.449716806,2.742272481,2.089658294,2.42656378,3.242470641,2.166875616,1.68809586,1.543700833,3.248550575,3.341977364,3.526457588,2.292211185,2.260062798,2.56200059,0,0,2.966108092,2.983347261,1.876556006,3.033165132,2.288023082,3.027107979,3.330156389,3.249800489,3.066369994,3.302408208,3.290987379,3.079140844,3.190000209,2.822585396,3.097460407,3.229965209,0,2.758810209,1.738399574,2.511111868,4.017201686,2.856222042,3.024074028,3.282972039,2.896982036,2.448004079,3.085048538,3.828152391,3.081214103,2.489041735,2.84706178,2.702610737,3.286299197,2.906140372,3.266548449,3.627802578,3.09303007,2.599631392,2.850855381,1.750874672,2.37194071,2.488029069,3.029410703,3.386532633,3.650484324,3.216915242,2.937199284,2.076428636,2.680760746,3.143850374,2.939855933,3.498504484,3.85643199,2.927607966
RP1-120G22.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463037843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920511419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74020776,0,0,0,0,0,0,0,0,0,0,0.661746454,0.294682869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444226816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66616705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993075511,0,0,0,0,0
ICMT,0,0,0.25167049,0,0,0,0,0,0,0,0,0,0,0.403227693,0,0,1.412349475,0,0,0,0,0,0,0,0,0,0,0,0.382378099,0,0,0,0.364284138,0,0.413680488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612878917,0.909386764,0,0,0,0,0,0,0,0,0,0.308299517,0.232187265,0,0,0,0,0,0,0,0,0,0.255918321,0,0,1.389301882,0,0.294682869,0,0,0,0,0,0,0,0.606249462,0,0.285416841,0.589713138,0,0,0,0.550709977,0,0.251130437,0,0,0.44948498,0,0,0,0,0,0.556494464,0.289899145,0,0.7183139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324060652,0,0.840498967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530101727,0.371622531,0,0,1.094429849,0,0,0,0,0,0,0.480795294,0,0,0,0,0,0,0,0,0.970937976,0,0,0,0,0,1.481388214,0,0,0,0,0
LINC00337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR153,0,0,0,0,0,0,0,0,0,0.394775197,0,0,0,0.403227693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382378099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652129747,0,0,0,0,0,0,0,0.255918321,0,0,0,0,0,0.300845319,0.184480219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251130437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251010037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502049041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOT7,0,0,0,0,0,0.567998058,0,0.667890276,0,0.677069154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416055002,0,0,0,0,0.382378099,0,0,0,0.364284138,0,0,0,0.96612288,0,0,0,0.486495437,0,1.117496154,0,0,0,0.560366821,0,0.770151187,0,0,0.731542251,0.620592671,0,0,0,0,0,1.12933002,0,0,0,0.512914313,0,0.308299517,0.578896006,0,0,0,1.584216158,0.603308547,0,0,0.679626841,0,0.459507769,0,0,0,0,0.707100104,0.300845319,0.340169953,0,0,0.498674774,0.599099741,0,0.606249462,0,0,0.589713138,0.154031724,0.833520031,0,0.550709977,0.642199868,0.251130437,0,0.463037843,0,0,0,0,0,0,0,0.514370584,0,0.7183139,1.065415557,0,0.706718125,0,0,0,0,0.683367694,0,0,0.365752628,0.723304422,0.316893298,0,0.764586349,0,0,0,0,0,0,0.677092965,0,0,0.520724541,0,0,0,0.187537001,0,0,0,0,0,0,0,0,0,0,0.840498967,0,0,0,0,0.541178126,0,0.353531757,0,1.218399687,0,0,0,0,0.47987804,0,0,0,1.317108724,0.874722747,0,0.451486981,0,1.094429849,0,0,0,1.10844137,0,0,0,0,0,0,0.549778522,0.834736177,0,0,0,0.598951865,0,1.849428574,0.635028177,0,0,0,0,0,0,0,0
RP1-202O8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364284138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773468198,0.46448295,0.731542251,0,0,0,0,0,0,0.716273486,0,0,0,0,0,0.165984075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251130437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365752628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480795294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HES2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416055002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.412349475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13395236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66616705,0,0,0,0,0,0,0,1.16747232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83778712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.501399707,0.993075511,0,0,0,0,0
PLEKHG5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512914313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234788508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599914407,0,0,0,0
NOL9,0,0,0.61977858,0,0,0,0,0,0,0.677069154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416055002,0,0,0,0,0,0,0,0,0.364284138,0,0.413680488,0,0,0,0,0,0,0,0,0,0,0,0,0.617684034,0,0,0,0,0.13395236,0,0,0,0,0.481739788,0.716273486,0,0,0,0.512914313,0,0.432861642,0,0,0,0.74020776,0,0,0,0,0,0,0.255918321,0,0,0,0,0.294682869,0,0.184480219,0,0,0,0,0,0,0,0.285416841,0.589713138,0.154031724,0.833520031,1.562501233,0,0.642199868,0,0,0,0,0,0,0,0,0,0.556494464,0,0,0.7183139,0,0,0,0,0,1.078235408,0,0,0,0,0,0,0.170947145,0,0.764586349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324060652,0,0,0,0,0,0,0,0,0,1.494390502,0.234788508,0,0,0,0,0,0,0,0,0,0,0.371622531,0,0,0,0,0,0,0,0,0.669607602,0.480795294,0,0,0,0.549778522,0,0,0,0,0,0,0,0,0,0,0,0.599914407,0,0,0,0.503753719
TAS1R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364284138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13395236,0,0,0,0,0,0,0,0,0,0.512914313,0,0,0.232187265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498674774,0.599099741,0,0,0,0,0,0.287473891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556494464,0,0,0,0,0,0,0,0,0.677903579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677092965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602222611,0,0,0.353531757,0,0.424798709,0,0,0.389372623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669607602,0,0,0,0,0,0,0,0,0,0,1.349715115,0,0,0,0,0,0,0,0,0,0
KLHL21,0,0,0,0,0,0.567998058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733787222,0,0,0,0,0,0,0,0.13395236,0,0,0,0.89837279,0,0.716273486,0,0,0,0.512914313,0,0.308299517,0,0,0,0,0,0,0,0,0,1.374339513,0.255918321,0,0,0,0,0.294682869,0.300845319,0.184480219,0,0,0,0.971141851,0,0,0,0.688611575,0,0.510492513,0,0,0,0,0.251130437,0,0,0,0,0,0,0,0,0,0.289899145,0,0,0,0,0,0,0,0.677903579,0,0.398956088,0,0,0.365752628,0,0.316893298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345396414,0,0,0,0,0,0,0,0,0.324060652,0,0,0,0,0,0.602222611,0.306760072,0,0,0,0.424798709,0,0,0,0,0.47987804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669607602,0,0,0,0,0.549778522,0.502049041,0,0,0,0.970937976,0,0,1.020344619,0.432627052,0,0,0,0,0,0,0
PHF13,0,0,0,0,0,0.567998058,0,0,0,0,0,0,0,0.689789177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46448295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829893965,0,0,0,0.855145564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289899145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187537001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234788508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502049041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAP3,0,0,0,0,0,0.323796026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.613289008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646475686,0,0,0,0,0,0,0.770151187,0,0,0,0.252062693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346478206,0,0,0,0,0.459507769,0.794616641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463037843,0,0.64109219,0,1.449639656,0,0,0,0,0,0,0,0,0.414532837,0,0,0,0,0,0,0,0.365752628,0,0.170947145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424798709,0,0,0.668910286,0,0,0,0,0,0.861330458,0,0,0,0,0.690011992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432627052,0,0,0.599914407,0,0,0,0
DNAJC11,0,0,0,0,0,0,0.51315644,0.667890276,0,0,0,0,0,0,0,0,0,0,0.588569959,0,0,0,0,0,0,0,0,0.705056324,0,0,1.310643404,0,0,0,0,0,0,0,0,0,0,0.646475686,0.52219868,0,0,0,0,0,0,0,0.46448295,0,0,0,0,0,0,0,0.716273486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679626841,1.374339513,0,0,0,0,0,0.294682869,0,0,0,0,0.498674774,0,0,0,0,0,0,0.287473891,0,0,0.312795581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66816814,0,0,0.170947145,0,0,0,0,0,0,0,0,0.677092965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602222611,0,0,0,0,0.234788508,0,0,0,0,0,0,0,0,0,0,0,0,1.83778712,0,0,0,0,0,0.727869238,0,0,0,0,0,0,0.834736177,0,0,0,0,0,0,0,0,0,0.993075511,0.599914407,0,0,0,0
RP11-242F24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-312B8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMTA1,1.389980655,0,0.61977858,0,0,0.764116201,1.102493969,0,0,0,1.167167406,0,1.112194496,0.403227693,0,0,1.412349475,0,1.225019201,0,0,0,1.613289008,0.416055002,1.695685016,0,1.570598079,0,0.658313662,0,1.310643404,0,0.630721804,0,0.931030164,1.567587559,0.595461756,0,0,0,0,0.86001774,0.863505765,0,0.733787222,0,0.560366821,0.617684034,1.200020689,1.204334592,1.020136652,0.731542251,0.763934948,1.263338973,0,0,0.89837279,0,1.12933002,0,0,0,0.512914313,2.415349326,0.965076597,0.715604936,1.827642355,1.043539787,1.683707195,0.829347467,0.346478206,1.139417283,0,0,1.374339513,1.20392614,0.794616641,3.190888747,0,0,1.117173256,0.719302651,0.340169953,0,0,0,0,0,1.252941569,0.855145564,1.092560231,1.226833394,0.287473891,1.281714384,1.562501233,0.312795581,0,0.251130437,0,0.778309195,0.758471033,0.64109219,0,0,1.835569619,0.508357863,0,0.852358251,0,0,0,0,0.414532837,0,0,0,0,0.398956088,0,0,0.632970957,0,0.835079059,2.392458507,0,0,0,1.185071553,0,0,0.674106388,0.677092965,0,0,0.520724541,1.582165632,0,0,0.187537001,0,0,0,0,0,0,0,0,0.568412605,0,0.840498967,1.16747232,0.920511419,0,0.975444656,0.730946013,0,0.820776969,0,0.722009194,0.948575199,0,1.066164109,0,0.802788108,0,0,0,0,0,0.371622531,0.761409358,1.83778712,0,0,0.979373255,0,1.10844137,0,0,1.048048729,0.909696827,0,1.650340712,0,0,0,3.017314981,0,1.241450631,0,0,0.635028177,0.964663234,0,0,0.599914407,1.700791245,0.763238853,0,0.503753719
RP11-338N10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-338N10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
